User ID,Subscription Type,,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,,,,,,
1232,Basic,,11,22-06-2022,03-07-2023,Brazil,42,Female,Smartphone,1 Month,,1243,,,,
1233,Standard,,13,23-06-2022,03-07-2023,Mexico,41,Female,Smartphone,1 Month,,1246,,,,
1234,Standard,,12,25-06-2022,03-07-2023,Spain,48,Female,Smartphone,1 Month,,1246,,,,
1235,Basic,,13,29-06-2022,03-07-2023,Italy,39,Female,Tablet,1 Month,,1248,,,,
1236,Premium,,15,01-07-2022,02-07-2023,Spain,35,Female,Tablet,1 Month,,1251,,,,
1237,Basic,,11,05-07-2022,02-07-2023,Spain,32,Female,Tablet,1 Month,,1248,,,,
1238,Standard,,12,12-07-2022,04-07-2023,United States,28,Female,Smartphone,1 Month,,1250,,,,
1239,Premium,,11,16-07-2022,02-07-2023,Canada,27,Male,Laptop,1 Month,,1250,,,,
1240,Basic,,11,20-07-2022,04-07-2023,United States,30,Female,Laptop,1 Month,,1251,,,,
1241,Premium,,14,28-07-2022,02-07-2023,United States,47,Female,Laptop,1 Month,,1255,,,,
1242,Basic,,14,31-07-2022,05-07-2023,Canada,49,Female,Tablet,1 Month,,1256,,,,
1243,Standard,,14,14-08-2022,02-07-2023,United Kingdom,43,Female,Smartphone,1 Month,,1257,,,,
1244,Standard,,12,16-08-2022,04-07-2023,Australia,42,Male,Tablet,1 Month,,1256,,,,
1245,Basic,,14,18-08-2022,03-07-2023,Germany,29,Female,Smartphone,1 Month,,1259,,,,
1246,Premium,,15,27-08-2022,05-07-2023,France,35,Female,Smartphone,1 Month,,1261,,,,
1247,Basic,,13,01-09-2022,02-07-2023,Brazil,41,Female,Smartphone,1 Month,,1260,,,,
1248,Standard,,13,03-09-2022,05-07-2023,Mexico,47,Female,Smart TV,1 Month,,1261,,,,
1249,Premium,,14,07-09-2022,03-07-2023,Spain,28,Female,Smart TV,1 Month,,1263,,,,
1250,Basic,,10,08-09-2022,04-07-2023,Italy,44,Female,Smartphone,1 Month,,1260,,,,
1251,Premium,,10,14-09-2022,03-07-2023,Spain,28,Female,Tablet,1 Month,,1261,,,,
1252,Basic,,11,15-09-2022,05-07-2023,Spain,51,Male,Laptop,1 Month,,1263,,,,
1253,Standard,,11,27-09-2022,02-07-2023,United States,48,Male,Laptop,1 Month,,1264,,,,
1254,Standard,,14,30-09-2022,04-07-2023,Canada,49,Female,Tablet,1 Month,,1268,,,,
1255,Basic,,10,02-10-2022,04-07-2023,United States,50,Male,Smart TV,1 Month,,1265,,,,
1256,Premium,,13,03-10-2022,05-07-2023,United States,43,Male,Laptop,1 Month,,1269,,,,
1257,Basic,,14,05-10-2022,01-07-2023,Canada,32,Male,Smart TV,1 Month,,1271,,,,
1258,Standard,,15,10-10-2022,03-07-2023,United Kingdom,42,Female,Tablet,1 Month,,1273,,,,
1259,Premium,,13,11-10-2022,03-07-2023,Australia,41,Female,Laptop,1 Month,,1272,,,,
1260,Basic,,11,13-10-2022,04-07-2023,Germany,31,Male,Laptop,1 Month,,1271,,,,
1261,Premium,,11,14-10-2022,02-07-2023,France,37,Female,Smart TV,1 Month,,1272,,,,
1262,Basic,,12,16-10-2022,03-07-2023,Brazil,46,Male,Smart TV,1 Month,,1274,,,,
1263,Standard,,14,18-10-2022,03-07-2023,Mexico,30,Female,Tablet,1 Month,,1277,,,,
1264,Standard,,11,22-10-2022,05-07-2023,Spain,30,Female,Smart TV,1 Month,,1275,,,,
1265,Basic,,10,24-10-2022,03-07-2023,Italy,34,Female,Tablet,1 Month,,1275,,,,
1266,Premium,,15,25-10-2022,04-07-2023,Spain,47,Female,Laptop,1 Month,,1281,,,,
1267,Basic,,14,29-10-2022,03-07-2023,Spain,41,Male,Tablet,1 Month,,1281,,,,
1268,Standard,,13,02-11-2022,04-07-2023,United States,42,Female,Laptop,1 Month,,1281,,,,
1269,Premium,,12,03-11-2022,05-07-2023,Canada,48,Female,Smartphone,1 Month,,1281,,,,
1270,Basic,,11,04-11-2022,06-07-2023,United States,30,Female,Smart TV,1 Month,,1281,,,,
1271,Basic,,13,05-11-2022,03-07-2023,United States,51,Male,Smartphone,1 Month,,1284,,,,
1272,Basic,,13,05-11-2022,04-07-2023,Canada,27,Male,Smartphone,1 Month,,1285,,,,
1273,Standard,,13,31-10-2022,04-07-2023,United Kingdom,38,Male,Tablet,1 Month,,1286,,,,
1274,Premium,,12,27-10-2022,05-07-2023,Australia,29,Female,Smart TV,1 Month,,1286,,,,
1275,Basic,,11,25-10-2022,03-07-2023,Germany,40,Female,Smartphone,1 Month,,1286,,,,
1276,Basic,,12,26-10-2022,04-07-2023,France,31,Female,Laptop,1 Month,,1288,,,,
1277,Premium,,11,30-09-2022,04-07-2023,Brazil,30,Male,Smartphone,1 Month,,1288,,,,
1278,Standard,,13,27-09-2022,05-07-2023,Mexico,44,Male,Laptop,1 Month,,1291,,,,
1279,Standard,,14,12-09-2022,03-07-2023,Spain,34,Female,Tablet,1 Month,,1293,,,,
1280,Basic,,14,25-08-2022,04-07-2023,Italy,28,Female,Laptop,1 Month,,1294,,,,
1281,Premium,,13,25-08-2022,04-07-2023,Spain,41,Female,Laptop,1 Month,,1294,,,,
1282,Standard,,12,22-08-2022,05-07-2023,Spain,43,Male,Tablet,1 Month,,1294,,,,
1283,Basic,,10,17-08-2022,02-07-2023,United States,33,Male,Laptop,1 Month,,1293,,,,
1284,Standard,,12,09-08-2022,03-07-2023,Canada,32,Female,Tablet,1 Month,,1296,,,,
1285,Premium,,10,06-08-2022,04-07-2023,United States,39,Male,Smart TV,1 Month,,1295,,,,
1286,Basic,,15,17-07-2022,04-07-2023,United States,37,Male,Laptop,1 Month,,1301,,,,
1287,Premium,,11,12-07-2022,02-07-2023,Canada,46,Male,Tablet,1 Month,,1298,,,,
1288,Standard,,11,12-07-2022,03-07-2023,United Kingdom,39,Male,Smartphone,1 Month,,1299,,,,
1289,Basic,,12,02-07-2022,04-07-2023,Australia,46,Female,Tablet,1 Month,,1301,,,,
1290,Standard,,13,02-07-2022,03-07-2023,Germany,43,Male,Laptop,1 Month,,1303,,,,
1291,Premium,,10,30-06-2022,02-07-2023,France,32,Female,Laptop,1 Month,,1301,,,,
1292,Basic,,12,30-06-2022,04-07-2023,Brazil,30,Female,Smart TV,1 Month,,1304,,,,
1293,Standard,,11,01-07-2022,04-07-2023,Mexico,40,Female,Tablet,1 Month,,1304,,,,
1294,Premium,,11,30-06-2022,04-07-2023,Spain,51,Female,Smartphone,1 Month,,1305,,,,
1295,Basic,,10,29-06-2022,02-07-2023,Italy,40,Female,Smartphone,1 Month,,1305,,,,
1296,Premium,,12,30-06-2022,03-07-2023,Spain,28,Male,Smart TV,1 Month,,1308,,,,
1297,Basic,,14,29-06-2022,04-07-2023,Spain,51,Female,Smartphone,1 Month,,1311,,,,
1298,Standard,,14,26-06-2022,03-07-2023,United States,27,Male,Laptop,1 Month,,1312,,,,
1299,Standard,,14,27-06-2022,01-07-2023,Canada,35,Male,Smart TV,1 Month,,1313,,,,
1300,Basic,,11,24-06-2022,03-07-2023,United States,37,Male,Laptop,1 Month,,1311,,,,
1301,Premium,,14,23-06-2022,04-07-2023,United States,51,Male,Smart TV,1 Month,,1315,,,,
1302,Basic,,11,23-06-2022,03-07-2023,Canada,40,Male,Smart TV,1 Month,,1313,,,,
1303,Standard,,14,25-06-2022,03-07-2023,United Kingdom,38,Male,Laptop,1 Month,,1317,,,,
1304,Premium,,11,28-06-2022,03-07-2023,Australia,48,Female,Laptop,1 Month,,1315,,,,
1305,Basic,,11,01-07-2022,03-07-2023,Germany,49,Male,Smartphone,1 Month,,1316,,,,
1306,Premium,,15,02-07-2022,05-07-2023,France,33,Female,Laptop,1 Month,,1321,,,,
1307,Basic,,10,06-07-2022,03-07-2023,Brazil,34,Female,Tablet,1 Month,,1317,,,,
1308,Standard,,15,12-07-2022,06-07-2023,Mexico,39,Male,Tablet,1 Month,,1323,,,,
1309,Standard,,13,17-07-2022,02-07-2023,Spain,37,Female,Tablet,1 Month,,1322,,,,
1310,Basic,,15,23-07-2022,05-07-2023,Italy,44,Male,Laptop,1 Month,,1325,,,,
1311,Premium,,15,29-07-2022,04-07-2023,Spain,35,Male,Tablet,1 Month,,1326,,,,
1312,Basic,,11,06-08-2022,06-07-2023,Spain,31,Female,Laptop,1 Month,,1323,,,,
1313,Standard,,10,09-08-2022,02-07-2023,United States,39,Male,Smart TV,1 Month,,1323,,,,
1314,Premium,,13,14-08-2022,05-07-2023,Canada,38,Male,Tablet,1 Month,,1327,,,,
1315,Basic,,11,20-08-2022,03-07-2023,United States,42,Male,Smartphone,1 Month,,1326,,,,
1316,Premium,,12,28-08-2022,05-07-2023,United States,48,Female,Tablet,1 Month,,1328,,,,
1317,Basic,,11,02-09-2022,03-07-2023,Canada,31,Male,Tablet,1 Month,,1328,,,,
1318,Standard,,11,04-09-2022,05-07-2023,United Kingdom,42,Male,Smartphone,1 Month,,1329,,,,
1319,Standard,,14,06-09-2022,03-07-2023,Australia,35,Male,Smartphone,1 Month,,1333,,,,
1320,Basic,,10,14-09-2022,05-07-2023,Germany,39,Male,Laptop,1 Month,,1330,,,,
1321,Premium,,13,15-09-2022,04-07-2023,France,50,Female,Tablet,1 Month,,1334,,,,
1322,Basic,,11,16-09-2022,06-07-2023,Brazil,40,Male,Smartphone,1 Month,,1333,,,,
1323,Standard,,10,28-09-2022,02-07-2023,Mexico,29,Male,Smartphone,1 Month,,1333,,,,
1324,Premium,,10,02-10-2022,04-07-2023,Spain,48,Female,Smart TV,1 Month,,1334,,,,
1325,Basic,,15,03-10-2022,04-07-2023,Italy,34,Male,Smartphone,1 Month,,1340,,,,
1326,Premium,,10,05-10-2022,05-07-2023,Spain,48,Male,Smartphone,1 Month,,1336,,,,
1327,Basic,,12,07-10-2022,02-07-2023,Spain,48,Male,Laptop,1 Month,,1339,,,,
1328,Standard,,12,09-10-2022,04-07-2023,United States,35,Female,Tablet,1 Month,,1340,,,,
1329,Standard,,11,11-10-2022,04-07-2023,Canada,29,Male,Laptop,1 Month,,1340,,,,
1330,Basic,,14,13-10-2022,05-07-2023,United States,47,Female,Smart TV,1 Month,,1344,,,,
1331,Premium,,12,15-10-2022,02-07-2023,United States,36,Male,Smartphone,1 Month,,1343,,,,
1332,Basic,,12,17-10-2022,04-07-2023,Canada,40,Female,Smartphone,1 Month,,1344,,,,
1333,Standard,,14,21-10-2022,04-07-2023,United Kingdom,51,Male,Tablet,1 Month,,1347,,,,
1334,Premium,,12,23-10-2022,05-07-2023,Australia,37,Male,Smart TV,1 Month,,1346,,,,
1335,Basic,,12,24-10-2022,06-07-2023,Germany,36,Male,Tablet,1 Month,,1347,,,,
1336,Premium,,12,28-10-2022,04-07-2023,France,45,Male,Tablet,1 Month,,1348,,,,
1337,Basic,,11,31-10-2022,04-07-2023,Brazil,31,Female,Tablet,1 Month,,1348,,,,
1338,Standard,,14,03-11-2022,04-07-2023,Mexico,45,Female,Laptop,1 Month,,1352,,,,
1339,Standard,,11,04-11-2022,05-07-2023,Spain,30,Male,Laptop,1 Month,,1350,,,,
1340,Basic,,14,05-11-2022,06-07-2023,Italy,40,Female,Smartphone,1 Month,,1354,,,,
1341,Premium,,14,06-11-2022,04-07-2023,Spain,44,Female,Smart TV,1 Month,,1355,,,,
1342,Basic,,12,01-11-2022,05-07-2023,Spain,36,Female,Laptop,1 Month,,1354,,,,
1343,Standard,,10,01-11-2022,05-07-2023,United States,36,Male,Tablet,1 Month,,1353,,,,
1344,Premium,,11,29-10-2022,05-07-2023,Canada,32,Female,Smartphone,1 Month,,1355,,,,
1345,Basic,,10,27-10-2022,03-07-2023,United States,46,Male,Smart TV,1 Month,,1355,,,,
1346,Basic,,12,16-10-2022,04-07-2023,United States,39,Female,Smart TV,1 Month,,1358,,,,
1347,Basic,,13,14-10-2022,04-07-2023,Canada,30,Male,Smart TV,1 Month,,1360,,,,
1348,Standard,,13,14-09-2022,05-07-2023,United Kingdom,34,Male,Laptop,1 Month,,1361,,,,
1349,Premium,,14,03-09-2022,03-07-2023,Australia,28,Male,Laptop,1 Month,,1363,,,,
1350,Basic,,13,27-08-2022,04-07-2023,Germany,39,Female,Smartphone,1 Month,,1363,,,,
1351,Basic,,12,27-08-2022,05-07-2023,France,34,Female,Laptop,1 Month,,1363,,,,
1352,Premium,,13,21-08-2022,05-07-2023,Brazil,42,Male,Laptop,1 Month,,1365,,,,
1353,Standard,,13,13-08-2022,02-07-2023,Mexico,29,Female,Tablet,1 Month,,1366,,,,
1354,Standard,,13,12-08-2022,04-07-2023,Spain,29,Male,Tablet,1 Month,,1367,,,,
1355,Basic,,12,24-07-2022,04-07-2023,Italy,30,Male,Tablet,1 Month,,1367,,,,
1356,Premium,,11,24-07-2022,04-07-2023,Spain,51,Male,Smartphone,1 Month,,1367,,,,
1357,Standard,,11,12-07-2022,02-07-2023,Spain,51,Male,Smart TV,1 Month,,1368,,,,
1358,Basic,,13,09-07-2022,04-07-2023,United States,44,Male,Tablet,1 Month,,1371,,,,
1359,Standard,,13,09-07-2022,05-07-2023,Canada,35,Male,Laptop,1 Month,,1372,,,,
1360,Premium,,10,10-07-2022,04-07-2023,United States,39,Male,Smart TV,1 Month,,1370,,,,
1361,Basic,,12,02-07-2022,02-07-2023,United States,41,Female,Laptop,1 Month,,1373,,,,
1362,Premium,,13,02-07-2022,04-07-2023,Canada,44,Female,Laptop,1 Month,,1375,,,,
1363,Standard,,11,01-07-2022,05-07-2023,United Kingdom,29,Male,Laptop,1 Month,,1374,,,,
1364,Basic,,14,01-07-2022,04-07-2023,Australia,47,Male,Tablet,1 Month,,1378,,,,
1365,Standard,,10,30-06-2022,02-07-2023,Germany,28,Female,Smartphone,1 Month,,1375,,,,
1366,Premium,,15,29-06-2022,04-07-2023,France,45,Male,Laptop,1 Month,,1381,,,,
1367,Basic,,11,26-06-2022,04-07-2023,Brazil,28,Female,Smartphone,1 Month,,1378,,,,
1368,Standard,,14,27-06-2022,03-07-2023,Mexico,31,Female,Laptop,1 Month,,1382,,,,
1369,Premium,,13,25-06-2022,03-07-2023,Spain,47,Female,Laptop,1 Month,,1382,,,,
1370,Basic,,13,23-06-2022,04-07-2023,Italy,42,Female,Tablet,1 Month,,1383,,,,
1371,Premium,,14,24-06-2022,04-07-2023,Spain,34,Female,Laptop,1 Month,,1385,,,,
1372,Basic,,12,25-06-2022,05-07-2023,Spain,40,Female,Laptop,1 Month,,1384,,,,
1373,Standard,,13,26-06-2022,04-07-2023,United States,42,Female,Laptop,1 Month,,1386,,,,
1374,Standard,,14,27-06-2022,07-07-2023,Canada,33,Male,Smart TV,1 Month,,1388,,,,
1375,Basic,,12,30-06-2022,03-07-2023,United States,30,Male,Laptop,1 Month,,1387,,,,
1376,Premium,,14,03-07-2022,05-07-2023,United States,29,Male,Tablet,1 Month,,1390,,,,
1377,Basic,,13,09-07-2022,04-07-2023,Canada,31,Male,Smart TV,1 Month,,1390,,,,
1378,Standard,,14,17-07-2022,06-07-2023,United Kingdom,46,Female,Smart TV,1 Month,,1392,,,,
1379,Premium,,11,22-07-2022,03-07-2023,Australia,46,Female,Smartphone,1 Month,,1390,,,,
1380,Basic,,11,28-07-2022,05-07-2023,Germany,47,Male,Laptop,1 Month,,1391,,,,
1381,Premium,,12,04-08-2022,04-07-2023,France,48,Female,Smart TV,1 Month,,1393,,,,
1382,Basic,,13,08-08-2022,06-07-2023,Brazil,32,Female,Smart TV,1 Month,,1395,,,,
1383,Standard,,13,13-08-2022,04-07-2023,Mexico,51,Female,Tablet,1 Month,,1396,,,,
1384,Standard,,13,17-08-2022,05-07-2023,Spain,33,Male,Smart TV,1 Month,,1397,,,,
1385,Basic,,15,20-08-2022,04-07-2023,Italy,43,Male,Smartphone,1 Month,,1400,,,,
1386,Premium,,14,28-08-2022,06-07-2023,Spain,43,Female,Smart TV,1 Month,,1400,,,,
1387,Basic,,13,29-08-2022,04-07-2023,Spain,42,Male,Smart TV,1 Month,,1400,,,,
1388,Standard,,15,03-09-2022,05-07-2023,United States,30,Male,Smartphone,1 Month,,1403,,,,
1389,Premium,,13,10-09-2022,03-07-2023,Canada,50,Male,Smartphone,1 Month,,1402,,,,
1390,Basic,,11,13-09-2022,05-07-2023,United States,51,Female,Laptop,1 Month,,1401,,,,
1391,Premium,,14,15-09-2022,04-07-2023,United States,36,Female,Tablet,1 Month,,1405,,,,
1392,Basic,,13,25-09-2022,06-07-2023,Canada,41,Female,Tablet,1 Month,,1405,,,,
1393,Standard,,10,01-10-2022,03-07-2023,United Kingdom,37,Male,Smart TV,1 Month,,1403,,,,
1394,Standard,,11,02-10-2022,04-07-2023,Australia,30,Female,Tablet,1 Month,,1405,,,,
1395,Basic,,11,05-10-2022,04-07-2023,Germany,50,Female,Tablet,1 Month,,1406,,,,
1396,Premium,,14,06-10-2022,05-07-2023,France,41,Female,Smart TV,1 Month,,1410,,,,
1397,Basic,,14,07-10-2022,03-07-2023,Brazil,29,Female,Laptop,1 Month,,1411,,,,
1398,Standard,,12,10-10-2022,04-07-2023,Mexico,43,Male,Smart TV,1 Month,,1410,,,,
1399,Premium,,12,12-10-2022,04-07-2023,Spain,31,Female,Smart TV,1 Month,,1411,,,,
1400,Basic,,14,15-10-2022,06-07-2023,Italy,40,Male,Laptop,1 Month,,1414,,,,
1401,Premium,,12,17-10-2022,05-07-2023,Spain,35,Female,Smart TV,1 Month,,1413,,,,
1402,Basic,,13,21-10-2022,04-07-2023,Spain,39,Female,Laptop,1 Month,,1415,,,,
1403,Standard,,14,23-10-2022,05-07-2023,United States,48,Male,Laptop,1 Month,,1417,,,,
1404,Standard,,14,24-10-2022,05-07-2023,Canada,42,Female,Tablet,1 Month,,1418,,,,
1405,Basic,,11,27-10-2022,06-07-2023,United States,48,Female,Smart TV,1 Month,,1416,,,,
1406,Premium,,10,30-10-2022,07-07-2023,United States,33,Female,Smart TV,1 Month,,1416,,,,
1407,Basic,,14,31-10-2022,04-07-2023,Canada,45,Female,Smart TV,1 Month,,1421,,,,
1408,Standard,,14,03-11-2022,04-07-2023,United Kingdom,40,Female,Smart TV,1 Month,,1422,,,,
1409,Premium,,15,05-11-2022,06-07-2023,Australia,38,Male,Tablet,1 Month,,1424,,,,
1410,Basic,,14,06-11-2022,06-07-2023,Germany,31,Female,Tablet,1 Month,,1424,,,,
1411,Premium,,14,01-11-2022,04-07-2023,France,33,Female,Smart TV,1 Month,,1425,,,,
1412,Basic,,15,02-11-2022,05-07-2023,Brazil,27,Male,Laptop,1 Month,,1427,,,,
1413,Standard,,13,02-11-2022,05-07-2023,Mexico,47,Male,Smartphone,1 Month,,1426,,,,
1414,Standard,,15,01-11-2022,06-07-2023,Spain,41,Male,Tablet,1 Month,,1429,,,,
1415,Basic,,11,17-10-2022,03-07-2023,Italy,32,Female,Smart TV,1 Month,,1426,,,,
1416,Premium,,11,18-10-2022,05-07-2023,Spain,31,Male,Smart TV,1 Month,,1427,,,,
1417,Basic,,13,28-09-2022,05-07-2023,Spain,43,Female,Tablet,1 Month,,1430,,,,
1418,Standard,,15,23-09-2022,05-07-2023,United States,42,Female,Smart TV,1 Month,,1433,,,,
1419,Premium,,15,22-09-2022,03-07-2023,Canada,46,Male,Smartphone,1 Month,,1434,,,,
1420,Basic,,12,31-08-2022,04-07-2023,United States,27,Female,Smartphone,1 Month,,1432,,,,
1421,Basic,,15,28-08-2022,05-07-2023,United States,48,Female,Smart TV,1 Month,,1436,,,,
1422,Basic,,15,27-08-2022,05-07-2023,Canada,49,Male,Laptop,1 Month,,1437,,,,
1423,Standard,,12,17-08-2022,03-07-2023,United Kingdom,43,Male,Smart TV,1 Month,,1435,,,,
1424,Premium,,14,09-08-2022,04-07-2023,Australia,38,Male,Laptop,1 Month,,1438,,,,
1425,Basic,,13,24-07-2022,05-07-2023,Germany,37,Male,Smartphone,1 Month,,1438,,,,
1426,Basic,,12,16-07-2022,04-07-2023,France,39,Female,Smart TV,1 Month,,1438,,,,
1427,Premium,,10,15-07-2022,03-07-2023,Brazil,40,Male,Tablet,1 Month,,1437,,,,
1428,Standard,,12,12-07-2022,05-07-2023,Mexico,40,Male,Smart TV,1 Month,,1440,,,,
1429,Standard,,12,12-07-2022,06-07-2023,Spain,48,Male,Laptop,1 Month,,1441,,,,
1430,Basic,,13,09-07-2022,05-07-2023,Italy,43,Female,Smart TV,1 Month,,1443,,,,
1431,Premium,,10,05-07-2022,02-07-2023,Spain,46,Male,Laptop,1 Month,,1441,,,,
1432,Standard,,11,05-07-2022,05-07-2023,Spain,43,Male,Smartphone,1 Month,,1443,,,,
1433,Basic,,10,03-07-2022,05-07-2023,United States,30,Female,Tablet,1 Month,,1443,,,,
1434,Standard,,13,01-07-2022,04-07-2023,Canada,51,Female,Laptop,1 Month,,1447,,,,
1435,Premium,,12,30-06-2022,03-07-2023,United States,30,Male,Smartphone,1 Month,,1447,,,,
1436,Basic,,14,27-06-2022,04-07-2023,United States,47,Female,Smart TV,1 Month,,1450,,,,
1437,Premium,,13,28-06-2022,04-07-2023,Canada,41,Male,Laptop,1 Month,,1450,,,,
1438,Standard,,10,28-06-2022,05-07-2023,United Kingdom,45,Female,Smartphone,1 Month,,1448,,,,
1439,Basic,,14,24-06-2022,04-07-2023,Australia,47,Female,Laptop,1 Month,,1453,,,,
1440,Standard,,11,24-06-2022,05-07-2023,Germany,48,Female,Smart TV,1 Month,,1451,,,,
1441,Premium,,11,25-06-2022,04-07-2023,France,51,Female,Tablet,1 Month,,1452,,,,
1442,Basic,,10,26-06-2022,06-07-2023,Brazil,29,Male,Smart TV,1 Month,,1452,,,,
1443,Standard,,13,27-06-2022,05-07-2023,Mexico,43,Female,Laptop,1 Month,,1456,,,,
1444,Premium,,13,29-06-2022,07-07-2023,Spain,49,Female,Tablet,1 Month,,1457,,,,
1445,Basic,,11,02-07-2022,03-07-2023,Italy,37,Male,Smartphone,1 Month,,1456,,,,
1446,Premium,,13,07-07-2022,05-07-2023,Spain,48,Male,Tablet,1 Month,,1459,,,,
1447,Basic,,11,13-07-2022,05-07-2023,Spain,36,Female,Tablet,1 Month,,1458,,,,
1448,Standard,,14,18-07-2022,07-07-2023,United States,33,Female,Laptop,1 Month,,1462,,,,
1449,Standard,,14,24-07-2022,04-07-2023,Canada,38,Female,Laptop,1 Month,,1463,,,,
1450,Basic,,12,31-07-2022,06-07-2023,United States,42,Female,Smartphone,1 Month,,1462,,,,
1451,Premium,,15,01-08-2022,05-07-2023,United States,30,Female,Tablet,1 Month,,1466,,,,
1452,Basic,,10,08-08-2022,06-07-2023,Canada,39,Male,Smart TV,1 Month,,1462,,,,
1453,Standard,,14,13-08-2022,04-07-2023,United Kingdom,36,Male,Smartphone,1 Month,,1467,,,,
1454,Premium,,11,14-08-2022,06-07-2023,Australia,27,Female,Smartphone,1 Month,,1465,,,,
1455,Basic,,11,23-08-2022,04-07-2023,Germany,49,Male,Smart TV,1 Month,,1466,,,,
1456,Premium,,14,27-08-2022,06-07-2023,France,31,Male,Laptop,1 Month,,1470,,,,
1457,Basic,,10,31-08-2022,05-07-2023,Brazil,36,Male,Laptop,1 Month,,1467,,,,
1458,Standard,,14,09-09-2022,06-07-2023,Mexico,41,Female,Tablet,1 Month,,1472,,,,
1459,Standard,,10,10-09-2022,04-07-2023,Spain,45,Female,Laptop,1 Month,,1469,,,,
1460,Basic,,14,12-09-2022,05-07-2023,Italy,45,Male,Smart TV,1 Month,,1474,,,,
1461,Premium,,11,17-09-2022,05-07-2023,Spain,32,Male,Smart TV,1 Month,,1472,,,,
1462,Basic,,13,21-09-2022,06-07-2023,Spain,41,Female,Smartphone,1 Month,,1475,,,,
1463,Standard,,11,02-10-2022,03-07-2023,United States,37,Male,Smart TV,1 Month,,1474,,,,
1464,Premium,,10,04-10-2022,05-07-2023,Canada,27,Male,Laptop,1 Month,,1474,,,,
1465,Basic,,14,06-10-2022,04-07-2023,United States,41,Male,Laptop,1 Month,,1479,,,,
1466,Premium,,13,07-10-2022,06-07-2023,United States,30,Female,Smart TV,1 Month,,1479,,,,
1467,Basic,,12,08-10-2022,04-07-2023,Canada,43,Male,Smartphone,1 Month,,1479,,,,
1468,Standard,,12,11-10-2022,05-07-2023,United Kingdom,51,Male,Laptop,1 Month,,1480,,,,
1469,Standard,,12,13-10-2022,04-07-2023,Australia,46,Female,Smart TV,1 Month,,1481,,,,
1470,Basic,,10,15-10-2022,06-07-2023,Germany,27,Female,Tablet,1 Month,,1480,,,,
1471,Premium,,10,19-10-2022,06-07-2023,France,51,Female,Smartphone,1 Month,,1481,,,,
1472,Basic,,14,21-10-2022,06-07-2023,Brazil,28,Female,Laptop,1 Month,,1486,,,,
1473,Standard,,14,23-10-2022,05-07-2023,Mexico,33,Male,Smartphone,1 Month,,1487,,,,
1474,Premium,,12,26-10-2022,05-07-2023,Spain,31,Female,Laptop,1 Month,,1486,,,,
1475,Basic,,13,27-10-2022,06-07-2023,Italy,47,Male,Laptop,1 Month,,1488,,,,
1476,Premium,,10,31-10-2022,07-07-2023,Spain,45,Female,Tablet,1 Month,,1486,,,,
1477,Basic,,13,03-11-2022,05-07-2023,Spain,42,Male,Smart TV,1 Month,,1490,,,,
1478,Standard,,15,05-11-2022,06-07-2023,United States,47,Female,Smart TV,1 Month,,1493,,,,
1479,Standard,,12,06-11-2022,06-07-2023,Canada,29,Female,Smart TV,1 Month,,1491,,,,
1480,Basic,,13,03-11-2022,07-07-2023,United States,49,Female,Laptop,1 Month,,1493,,,,
1481,Premium,,14,03-11-2022,04-07-2023,United States,41,Female,Laptop,1 Month,,1495,,,,
1482,Basic,,13,04-11-2022,05-07-2023,Canada,45,Male,Smartphone,1 Month,,1495,,,,
1483,Standard,,14,02-11-2022,06-07-2023,United Kingdom,49,Male,Smart TV,1 Month,,1497,,,,
1484,Premium,,13,27-10-2022,06-07-2023,Australia,41,Male,Smart TV,1 Month,,1497,,,,
1485,Basic,,15,27-10-2022,04-07-2023,Germany,37,Male,Laptop,1 Month,,1500,,,,
1486,Premium,,14,15-10-2022,05-07-2023,France,31,Male,Smartphone,1 Month,,1500,,,,
1487,Basic,,13,03-10-2022,05-07-2023,Brazil,29,Male,Smartphone,1 Month,,1500,,,,
1488,Standard,,10,25-09-2022,05-07-2023,Mexico,51,Female,Smart TV,1 Month,,1498,,,,
1489,Standard,,12,16-09-2022,03-07-2023,Spain,33,Male,Smart TV,1 Month,,1501,,,,
1490,Basic,,12,14-09-2022,04-07-2023,Italy,31,Male,Smartphone,1 Month,,1502,,,,
1491,Premium,,11,11-09-2022,05-07-2023,Spain,42,Female,Laptop,1 Month,,1502,,,,
1492,Basic,,15,09-09-2022,05-07-2023,Spain,48,Female,Laptop,1 Month,,1507,,,,
1493,Standard,,13,12-08-2022,03-07-2023,United States,37,Female,Laptop,1 Month,,1506,,,,
1494,Premium,,13,04-08-2022,06-07-2023,Canada,51,Female,Smartphone,1 Month,,1507,,,,
1495,Basic,,12,04-08-2022,06-07-2023,United States,29,Female,Tablet,1 Month,,1507,,,,
1496,Basic,,13,31-07-2022,05-07-2023,United States,46,Male,Tablet,1 Month,,1509,,,,
1497,Basic,,15,29-07-2022,03-07-2023,Canada,35,Male,Smart TV,1 Month,,1512,,,,
1498,Standard,,15,14-07-2022,05-07-2023,United Kingdom,44,Female,Smartphone,1 Month,,1513,,,,
1499,Premium,,12,13-07-2022,06-07-2023,Australia,36,Male,Smart TV,1 Month,,1511,,,,
1500,Basic,,14,11-07-2022,05-07-2023,Germany,38,Female,Tablet,1 Month,,1514,,,,
1501,Basic,,12,12-07-2022,03-07-2023,France,36,Male,Smart TV,1 Month,,1513,,,,
