User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,concatenate,textjoin,textjoin copy,textsplit,search,left,right,mid,length
1245,Premium,14,18-08-2022,03-07-2023,Germany,29,Female,Smartphone,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,S,y,Sma,7
1246,Premium,15,27-08-2022,05-07-2023,France,35,Female,Smartphone,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,S,e,Sma,6
1247,Premium,13,01-09-2022,02-07-2023,Brazil,41,Female,Smartphone,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,S,l,Sma,6
1248,Premium,13,03-09-2022,05-07-2023,Mexico,47,Female,Smart TV,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,S,o,Sma,6
1249,Premium,14,07-09-2022,03-07-2023,Spain,28,Female,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1250,Premium,10,08-09-2022,04-07-2023,Italy,44,Female,Smartphone,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,S,y,Sma,5
1251,Premium,10,14-09-2022,03-07-2023,Spain,28,Female,Tablet,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,T,n,Tab,5
1252,Premium,11,15-09-2022,05-07-2023,Spain,51,Male,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1253,Premium,11,27-09-2022,02-07-2023,United States,48,Male,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1254,Premium,14,30-09-2022,04-07-2023,Canada,49,Female,Tablet,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,T,a,Tab,6
1255,Premium,10,02-10-2022,04-07-2023,United States,50,Male,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1256,Premium,13,03-10-2022,05-07-2023,United States,43,Male,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1257,Premium,14,05-10-2022,01-07-2023,Canada,32,Male,Smart TV,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1258,Premium,15,10-10-2022,03-07-2023,United Kingdom,42,Female,Tablet,1 Month,Premium in United Kingdom,"Premium , United Kingdom","Premium , United Kingdom",Premium ,#VALUE!,T,m,Tab,14
1259,Premium,13,11-10-2022,03-07-2023,Australia,41,Female,Laptop,1 Month,Premium in Australia,"Premium , Australia","Premium , Australia",Premium ,1,L,a,Lap,9
1260,Premium,11,13-10-2022,04-07-2023,Germany,31,Male,Laptop,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,L,y,Lap,7
1261,Premium,11,14-10-2022,02-07-2023,France,37,Female,Smart TV,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,S,e,Sma,6
1262,Premium,12,16-10-2022,03-07-2023,Brazil,46,Male,Smart TV,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,S,l,Sma,6
1263,Premium,14,18-10-2022,03-07-2023,Mexico,30,Female,Tablet,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,T,o,Tab,6
1264,Premium,11,22-10-2022,05-07-2023,Spain,30,Female,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1265,Premium,10,24-10-2022,03-07-2023,Italy,34,Female,Tablet,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,T,y,Tab,5
1266,Premium,15,25-10-2022,04-07-2023,Spain,47,Female,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1267,Premium,14,29-10-2022,03-07-2023,Spain,41,Male,Tablet,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,T,n,Tab,5
1268,Premium,13,02-11-2022,04-07-2023,United States,42,Female,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1269,Premium,12,03-11-2022,05-07-2023,Canada,48,Female,Smartphone,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1270,Premium,11,04-11-2022,06-07-2023,United States,30,Female,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1271,Premium,13,05-11-2022,03-07-2023,United States,51,Male,Smartphone,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1272,Premium,13,05-11-2022,04-07-2023,Canada,27,Male,Smartphone,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1273,Premium,13,31-10-2022,04-07-2023,United Kingdom,38,Male,Tablet,1 Month,Premium in United Kingdom,"Premium , United Kingdom","Premium , United Kingdom",Premium ,#VALUE!,T,m,Tab,14
1274,Premium,12,27-10-2022,05-07-2023,Australia,29,Female,Smart TV,1 Month,Premium in Australia,"Premium , Australia","Premium , Australia",Premium ,1,S,a,Sma,9
1275,Premium,11,25-10-2022,03-07-2023,Germany,40,Female,Smartphone,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,S,y,Sma,7
1276,Premium,12,26-10-2022,04-07-2023,France,31,Female,Laptop,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,L,e,Lap,6
1277,Premium,11,30-09-2022,04-07-2023,Brazil,30,Male,Smartphone,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,S,l,Sma,6
1278,Premium,13,27-09-2022,05-07-2023,Mexico,44,Male,Laptop,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,L,o,Lap,6
1279,Premium,14,12-09-2022,03-07-2023,Spain,34,Female,Tablet,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,T,n,Tab,5
1280,Premium,14,25-08-2022,04-07-2023,Italy,28,Female,Laptop,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,L,y,Lap,5
1281,Premium,13,25-08-2022,04-07-2023,Spain,41,Female,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1282,Premium,12,22-08-2022,05-07-2023,Spain,43,Male,Tablet,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,T,n,Tab,5
1283,Premium,10,17-08-2022,02-07-2023,United States,33,Male,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1284,Premium,12,09-08-2022,03-07-2023,Canada,32,Female,Tablet,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,T,a,Tab,6
1285,Premium,10,06-08-2022,04-07-2023,United States,39,Male,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1286,Premium,15,17-07-2022,04-07-2023,United States,37,Male,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1287,Premium,11,12-07-2022,02-07-2023,Canada,46,Male,Tablet,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,T,a,Tab,6
1288,Premium,11,12-07-2022,03-07-2023,United Kingdom,39,Male,Smartphone,1 Month,Premium in United Kingdom,"Premium , United Kingdom","Premium , United Kingdom",Premium ,#VALUE!,S,m,Sma,14
1289,Premium,12,02-07-2022,04-07-2023,Australia,46,Female,Tablet,1 Month,Premium in Australia,"Premium , Australia","Premium , Australia",Premium ,1,T,a,Tab,9
1290,Premium,13,02-07-2022,03-07-2023,Germany,43,Male,Laptop,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,L,y,Lap,7
1291,Premium,10,30-06-2022,02-07-2023,France,32,Female,Laptop,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,L,e,Lap,6
1292,Premium,12,30-06-2022,04-07-2023,Brazil,30,Female,Smart TV,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,S,l,Sma,6
1293,Premium,11,01-07-2022,04-07-2023,Mexico,40,Female,Tablet,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,T,o,Tab,6
1294,Premium,11,30-06-2022,04-07-2023,Spain,51,Female,Smartphone,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1295,Premium,10,29-06-2022,02-07-2023,Italy,40,Female,Smartphone,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,S,y,Sma,5
1296,Premium,12,30-06-2022,03-07-2023,Spain,28,Male,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1297,Premium,14,29-06-2022,04-07-2023,Spain,51,Female,Smartphone,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1298,Premium,14,26-06-2022,03-07-2023,United States,27,Male,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1299,Premium,14,27-06-2022,01-07-2023,Canada,35,Male,Smart TV,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1300,Premium,11,24-06-2022,03-07-2023,United States,37,Male,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1301,Premium,14,23-06-2022,04-07-2023,United States,51,Male,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1302,Premium,11,23-06-2022,03-07-2023,Canada,40,Male,Smart TV,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1303,Premium,14,25-06-2022,03-07-2023,United Kingdom,38,Male,Laptop,1 Month,Premium in United Kingdom,"Premium , United Kingdom","Premium , United Kingdom",Premium ,#VALUE!,L,m,Lap,14
1304,Premium,11,28-06-2022,03-07-2023,Australia,48,Female,Laptop,1 Month,Premium in Australia,"Premium , Australia","Premium , Australia",Premium ,1,L,a,Lap,9
1305,Premium,11,01-07-2022,03-07-2023,Germany,49,Male,Smartphone,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,S,y,Sma,7
1306,Premium,15,02-07-2022,05-07-2023,France,33,Female,Laptop,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,L,e,Lap,6
1307,Premium,10,06-07-2022,03-07-2023,Brazil,34,Female,Tablet,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,T,l,Tab,6
1308,Premium,15,12-07-2022,06-07-2023,Mexico,39,Male,Tablet,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,T,o,Tab,6
1309,Premium,13,17-07-2022,02-07-2023,Spain,37,Female,Tablet,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,T,n,Tab,5
1310,Premium,15,23-07-2022,05-07-2023,Italy,44,Male,Laptop,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,L,y,Lap,5
1311,Premium,15,29-07-2022,04-07-2023,Spain,35,Male,Tablet,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,T,n,Tab,5
1312,Premium,11,06-08-2022,06-07-2023,Spain,31,Female,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1313,Premium,10,09-08-2022,02-07-2023,United States,39,Male,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1314,Premium,13,14-08-2022,05-07-2023,Canada,38,Male,Tablet,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,T,a,Tab,6
1315,Premium,11,20-08-2022,03-07-2023,United States,42,Male,Smartphone,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1316,Premium,12,28-08-2022,05-07-2023,United States,48,Female,Tablet,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,T,s,Tab,13
1317,Premium,11,02-09-2022,03-07-2023,Canada,31,Male,Tablet,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,T,a,Tab,6
1318,Premium,11,04-09-2022,05-07-2023,United Kingdom,42,Male,Smartphone,1 Month,Premium in United Kingdom,"Premium , United Kingdom","Premium , United Kingdom",Premium ,#VALUE!,S,m,Sma,14
1319,Premium,14,06-09-2022,03-07-2023,Australia,35,Male,Smartphone,1 Month,Premium in Australia,"Premium , Australia","Premium , Australia",Premium ,1,S,a,Sma,9
1320,Premium,10,14-09-2022,05-07-2023,Germany,39,Male,Laptop,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,L,y,Lap,7
1321,Premium,13,15-09-2022,04-07-2023,France,50,Female,Tablet,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,T,e,Tab,6
1322,Premium,11,16-09-2022,06-07-2023,Brazil,40,Male,Smartphone,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,S,l,Sma,6
1323,Premium,10,28-09-2022,02-07-2023,Mexico,29,Male,Smartphone,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,S,o,Sma,6
1324,Premium,10,02-10-2022,04-07-2023,Spain,48,Female,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1325,Premium,15,03-10-2022,04-07-2023,Italy,34,Male,Smartphone,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,S,y,Sma,5
1326,Premium,10,05-10-2022,05-07-2023,Spain,48,Male,Smartphone,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1327,Premium,12,07-10-2022,02-07-2023,Spain,48,Male,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1328,Premium,12,09-10-2022,04-07-2023,United States,35,Female,Tablet,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,T,s,Tab,13
1329,Premium,11,11-10-2022,04-07-2023,Canada,29,Male,Laptop,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,L,a,Lap,6
1330,Premium,14,13-10-2022,05-07-2023,United States,47,Female,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1331,Premium,12,15-10-2022,02-07-2023,United States,36,Male,Smartphone,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1332,Premium,12,17-10-2022,04-07-2023,Canada,40,Female,Smartphone,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1333,Premium,14,21-10-2022,04-07-2023,United Kingdom,51,Male,Tablet,1 Month,Premium in United Kingdom,"Premium , United Kingdom","Premium , United Kingdom",Premium ,#VALUE!,T,m,Tab,14
1334,Premium,12,23-10-2022,05-07-2023,Australia,37,Male,Smart TV,1 Month,Premium in Australia,"Premium , Australia","Premium , Australia",Premium ,1,S,a,Sma,9
1335,Premium,12,24-10-2022,06-07-2023,Germany,36,Male,Tablet,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,T,y,Tab,7
1336,Premium,12,28-10-2022,04-07-2023,France,45,Male,Tablet,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,T,e,Tab,6
1337,Premium,11,31-10-2022,04-07-2023,Brazil,31,Female,Tablet,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,T,l,Tab,6
1338,Premium,14,03-11-2022,04-07-2023,Mexico,45,Female,Laptop,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,L,o,Lap,6
1339,Premium,11,04-11-2022,05-07-2023,Spain,30,Male,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1340,Premium,14,05-11-2022,06-07-2023,Italy,40,Female,Smartphone,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,S,y,Sma,5
1341,Premium,14,06-11-2022,04-07-2023,Spain,44,Female,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1342,Premium,12,01-11-2022,05-07-2023,Spain,36,Female,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1343,Premium,10,01-11-2022,05-07-2023,United States,36,Male,Tablet,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,T,s,Tab,13
1344,Premium,11,29-10-2022,05-07-2023,Canada,32,Female,Smartphone,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1345,Premium,10,27-10-2022,03-07-2023,United States,46,Male,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1346,Premium,12,16-10-2022,04-07-2023,United States,39,Female,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1347,Premium,13,14-10-2022,04-07-2023,Canada,30,Male,Smart TV,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1348,Premium,13,14-09-2022,05-07-2023,United Kingdom,34,Male,Laptop,1 Month,Premium in United Kingdom,"Premium , United Kingdom","Premium , United Kingdom",Premium ,#VALUE!,L,m,Lap,14
1349,Premium,14,03-09-2022,03-07-2023,Australia,28,Male,Laptop,1 Month,Premium in Australia,"Premium , Australia","Premium , Australia",Premium ,1,L,a,Lap,9
1350,Premium,13,27-08-2022,04-07-2023,Germany,39,Female,Smartphone,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,S,y,Sma,7
1351,Premium,12,27-08-2022,05-07-2023,France,34,Female,Laptop,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,L,e,Lap,6
1352,Premium,13,21-08-2022,05-07-2023,Brazil,42,Male,Laptop,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,L,l,Lap,6
1353,Premium,13,13-08-2022,02-07-2023,Mexico,29,Female,Tablet,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,T,o,Tab,6
1354,Premium,13,12-08-2022,04-07-2023,Spain,29,Male,Tablet,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,T,n,Tab,5
1355,Premium,12,24-07-2022,04-07-2023,Italy,30,Male,Tablet,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,T,y,Tab,5
1356,Premium,11,24-07-2022,04-07-2023,Spain,51,Male,Smartphone,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1357,Premium,11,12-07-2022,02-07-2023,Spain,51,Male,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1358,Premium,13,09-07-2022,04-07-2023,United States,44,Male,Tablet,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,T,s,Tab,13
1359,Premium,13,09-07-2022,05-07-2023,Canada,35,Male,Laptop,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,L,a,Lap,6
1360,Premium,10,10-07-2022,04-07-2023,United States,39,Male,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1361,Premium,12,02-07-2022,02-07-2023,United States,41,Female,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1362,Premium,13,02-07-2022,04-07-2023,Canada,44,Female,Laptop,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,L,a,Lap,6
1363,Premium,11,01-07-2022,05-07-2023,United Kingdom,29,Male,Laptop,1 Month,Premium in United Kingdom,"Premium , United Kingdom","Premium , United Kingdom",Premium ,#VALUE!,L,m,Lap,14
1364,Premium,14,01-07-2022,04-07-2023,Australia,47,Male,Tablet,1 Month,Premium in Australia,"Premium , Australia","Premium , Australia",Premium ,1,T,a,Tab,9
1365,Premium,10,30-06-2022,02-07-2023,Germany,28,Female,Smartphone,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,S,y,Sma,7
1366,Premium,15,29-06-2022,04-07-2023,France,45,Male,Laptop,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,L,e,Lap,6
1367,Premium,11,26-06-2022,04-07-2023,Brazil,28,Female,Smartphone,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,S,l,Sma,6
1368,Premium,14,27-06-2022,03-07-2023,Mexico,31,Female,Laptop,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,L,o,Lap,6
1369,Premium,13,25-06-2022,03-07-2023,Spain,47,Female,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1370,Premium,13,23-06-2022,04-07-2023,Italy,42,Female,Tablet,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,T,y,Tab,5
1371,Premium,14,24-06-2022,04-07-2023,Spain,34,Female,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1372,Premium,12,25-06-2022,05-07-2023,Spain,40,Female,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1373,Premium,13,26-06-2022,04-07-2023,United States,42,Female,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1374,Premium,14,27-06-2022,07-07-2023,Canada,33,Male,Smart TV,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1375,Premium,12,30-06-2022,03-07-2023,United States,30,Male,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1376,Premium,14,03-07-2022,05-07-2023,United States,29,Male,Tablet,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,T,s,Tab,13
1377,Premium,13,09-07-2022,04-07-2023,Canada,31,Male,Smart TV,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1378,Premium,14,17-07-2022,06-07-2023,United Kingdom,46,Female,Smart TV,1 Month,Premium in United Kingdom,"Premium , United Kingdom","Premium , United Kingdom",Premium ,#VALUE!,S,m,Sma,14
1379,Premium,11,22-07-2022,03-07-2023,Australia,46,Female,Smartphone,1 Month,Premium in Australia,"Premium , Australia","Premium , Australia",Premium ,1,S,a,Sma,9
1380,Premium,11,28-07-2022,05-07-2023,Germany,47,Male,Laptop,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,L,y,Lap,7
1381,Premium,12,04-08-2022,04-07-2023,France,48,Female,Smart TV,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,S,e,Sma,6
1382,Premium,13,08-08-2022,06-07-2023,Brazil,32,Female,Smart TV,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,S,l,Sma,6
1383,Premium,13,13-08-2022,04-07-2023,Mexico,51,Female,Tablet,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,T,o,Tab,6
1384,Premium,13,17-08-2022,05-07-2023,Spain,33,Male,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1385,Premium,15,20-08-2022,04-07-2023,Italy,43,Male,Smartphone,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,S,y,Sma,5
1386,Premium,14,28-08-2022,06-07-2023,Spain,43,Female,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1387,Premium,13,29-08-2022,04-07-2023,Spain,42,Male,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1388,Premium,15,03-09-2022,05-07-2023,United States,30,Male,Smartphone,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1389,Premium,13,10-09-2022,03-07-2023,Canada,50,Male,Smartphone,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
1390,Premium,11,13-09-2022,05-07-2023,United States,51,Female,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1391,Premium,14,15-09-2022,04-07-2023,United States,36,Female,Tablet,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,T,s,Tab,13
1392,Premium,13,25-09-2022,06-07-2023,Canada,41,Female,Tablet,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,T,a,Tab,6
1393,Premium,10,01-10-2022,03-07-2023,United Kingdom,37,Male,Smart TV,1 Month,Premium in United Kingdom,"Premium , United Kingdom","Premium , United Kingdom",Premium ,#VALUE!,S,m,Sma,14
1394,Premium,11,02-10-2022,04-07-2023,Australia,30,Female,Tablet,1 Month,Premium in Australia,"Premium , Australia","Premium , Australia",Premium ,1,T,a,Tab,9
1395,Premium,11,05-10-2022,04-07-2023,Germany,50,Female,Tablet,1 Month,Premium in Germany,"Premium , Germany","Premium , Germany",Premium ,5,T,y,Tab,7
1396,Premium,14,06-10-2022,05-07-2023,France,41,Female,Smart TV,1 Month,Premium in France,"Premium , France","Premium , France",Premium ,3,S,e,Sma,6
1397,Premium,14,07-10-2022,03-07-2023,Brazil,29,Female,Laptop,1 Month,Premium in Brazil,"Premium , Brazil","Premium , Brazil",Premium ,3,L,l,Lap,6
1398,Premium,12,10-10-2022,04-07-2023,Mexico,43,Male,Smart TV,1 Month,Premium in Mexico,"Premium , Mexico","Premium , Mexico",Premium ,#VALUE!,S,o,Sma,6
1399,Premium,12,12-10-2022,04-07-2023,Spain,31,Female,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1400,Premium,14,15-10-2022,06-07-2023,Italy,40,Male,Laptop,1 Month,Premium in Italy,"Premium , Italy","Premium , Italy",Premium ,3,L,y,Lap,5
1401,Premium,12,17-10-2022,05-07-2023,Spain,35,Female,Smart TV,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,S,n,Sma,5
1402,Premium,13,21-10-2022,04-07-2023,Spain,39,Female,Laptop,1 Month,Premium in Spain,"Premium , Spain","Premium , Spain",Premium ,3,L,n,Lap,5
1403,Premium,14,23-10-2022,05-07-2023,United States,48,Male,Laptop,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,L,s,Lap,13
1404,Premium,14,24-10-2022,05-07-2023,Canada,42,Female,Tablet,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,T,a,Tab,6
1405,Premium,11,27-10-2022,06-07-2023,United States,48,Female,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1406,Premium,10,30-10-2022,07-07-2023,United States,33,Female,Smart TV,1 Month,Premium in United States,"Premium , United States","Premium , United States",Premium ,10,S,s,Sma,13
1407,Premium,14,31-10-2022,04-07-2023,Canada,45,Female,Smart TV,1 Month,Premium in Canada,"Premium , Canada","Premium , Canada",Premium ,2,S,a,Sma,6
